Id,SalePrice
1461,112340.43957220847
1462,178245.86373577992
1463,163580.59962506173
1464,181317.3292479207
1465,211412.4962166284
1466,165314.4110795268
1467,195390.14501979225
1468,158225.56028636062
1469,204948.72341248085
1470,118245.5787063101
1471,175046.91430920712
1472,83191.61288452405
1473,79109.94402975692
1474,152860.11815523228
1475,106256.87680929794
1476,326012.195490563
1477,245538.50276118773
1478,310420.5983954861
1479,290704.4352183268
1480,416563.58963424375
1481,309738.89098212577
1482,213253.8630722136
1483,176020.92402024427
1484,176917.1130323997
1485,199182.64902714605
1486,201795.2807774986
1487,300490.8037648476
1488,234839.2828987477
1489,194736.28904494253
1490,248739.83908511925
1491,205987.50469510216
1492,116273.07445290263
1493,193362.32459435036
1494,292623.31258977705
1495,286389.0452132114
1496,237920.03266905778
1497,169870.3994978136
1498,158523.88209660968
1499,169632.20928899944
1500,169801.8255625337
1501,217053.6257893014
1502,155976.801097585
1503,297174.65344345575
1504,241168.08444753714
1505,237385.20280897449
1506,199635.4105747945
1507,244426.72889237624
1508,194767.69330983056
1509,152549.63738393917
1510,146386.3977049644
1511,147274.72182207214
1512,199198.7859889612
1513,140982.78121283255
1514,145710.99038785708
1515,185895.1129435094
1516,155868.41736659702
1517,175227.1745530171
1518,128184.2091960003
1519,224887.2881243877
1520,128542.55649395467
1521,101547.52174711271
1522,190299.3770449628
1523,107858.89058295614
1524,97931.34472417952
1525,108623.26823563717
1526,84983.42636961672
1527,105007.65071288779
1528,133558.7039757259
1529,130707.16978129177
1530,209336.64051070446
1531,141899.2572927414
1532,126536.96225794096
1533,153656.70540803336
1534,94761.29648224653
1535,144913.30153656774
1536,110047.02459860643
1537,38426.66906351267
1538,172702.89581310327
1539,205869.5386233159
1540,121868.25145662835
1541,103856.5118396419
1542,156767.78659417175
1543,182492.4439127739
1544,110876.88774040501
1545,100717.87764206927
1546,141265.1400427397
1547,132488.36542437883
1548,127093.14054113463
1549,117034.50079814481
1550,161154.01632757476
1551,118225.89888648214
1552,167849.41029829058
1553,174687.68509070337
1554,126574.3763598701
1555,172574.8732365561
1556,99654.388857634
1557,97638.59224370928
1558,86654.98249978945
1559,112564.484424002
1560,142552.6214072964
1561,158349.1435537457
1562,120866.78255912726
1563,104797.59523726982
1564,147329.49354763923
1565,123727.08261834871
1566,238025.2596516515
1567,61451.64351814875
1568,265295.90159492707
1569,99183.80241501641
1570,141758.2145425385
1571,101919.2583141507
1572,122553.01732656534
1573,188546.46548135704
1574,120073.33893523033
1575,257275.88320857828
1576,253348.4966922666
1577,179786.80341982306
1578,123758.0809684188
1579,175185.49102186426
1580,190274.0823246551
1581,178589.52740374868
1582,151198.26556021022
1583,285583.3893621109
1584,233828.66949736013
1585,174076.72049441718
1586,26845.651845641463
1587,80040.17080239784
1588,160949.91736933668
1589,103556.16070124644
1590,114688.91506757936
1591,104897.90737256105
1592,104477.00655855521
1593,154120.28825424082
1594,179823.3766547909
1595,148551.6411337912
1596,219073.3406958666
1597,191169.34133332403
1598,194346.47559483364
1599,186035.13721614896
1600,182046.0343080107
1601,21763.129826587872
1602,111671.92366892952
1603,57138.92445108469
1604,264265.98787814187
1605,238186.0506035259
1606,175424.5941813123
1607,158078.2491609497
1608,226512.09669013752
1609,210340.4626895229
1610,162120.02513428935
1611,139934.37373313474
1612,182951.3094339955
1613,176209.71686762708
1614,133719.5078374098
1615,87916.28716849761
1616,62153.71330869815
1617,61256.10303337191
1618,100894.86561371523
1619,172793.4599061965
1620,162817.33596745055
1621,130136.03357412398
1622,149503.2538414017
1623,250691.8540803499
1624,217169.41130043683
1625,89528.5739707398
1626,183012.61397594307
1627,171527.51649231452
1628,276185.38316088886
1629,166563.45832979708
1630,300096.03482000116
1631,197684.95477118783
1632,223648.64636368188
1633,175229.13607970352
1634,186362.3159168085
1635,188565.83999269077
1636,169072.59854491535
1637,207053.24554360769
1638,218953.84352233357
1639,175853.10855476963
1640,251599.70543106803
1641,164898.50508391496
1642,256379.23691794352
1643,234622.88343106332
1644,238270.1214009254
1645,252240.39917365933
1646,173962.73924030268
1647,145490.28679677303
1648,120982.56786141195
1649,150275.93596079748
1650,118075.46832842956
1651,115383.88003544512
1652,86861.64715110626
1653,87812.4553239528
1654,141727.0213876848
1655,125740.08044513321
1656,138224.66746033228
1657,146326.46843028744
1658,146211.9833475895
1659,98704.93432625932
1660,155232.60073594088
1661,370694.1330163914
1662,337517.2327777571
1663,346411.08732779144
1664,352291.5936829277
1665,303433.6659086534
1666,299947.51888639876
1667,332988.71407569025
1668,323974.37228047143
1669,289169.62470129825
1670,324405.85108717874
1671,269801.1525383549
1672,372270.0052961643
1673,276344.062167723
1674,249727.48300492082
1675,210473.18070328695
1676,216174.2793338577
1677,213347.12940393185
1678,392749.5036029208
1679,348749.2848795485
1680,299503.88421588414
1681,270886.52848806
1682,313777.197349045
1683,198555.52084893483
1684,187091.08130860643
1685,194006.08444637083
1686,180969.65976643751
1687,183166.79991657834
1688,197640.9819313474
1689,209976.59829218022
1690,215721.0853631268
1691,205743.64780936734
1692,273471.2774573689
1693,176671.47718312516
1694,175381.06207192963
1695,166575.24433934654
1696,268332.6895111428
1697,152426.60687943923
1698,310195.8567139602
1699,315058.99596510147
1700,265798.2162383326
1701,281417.2951013247
1702,239932.40403052076
1703,255925.27327424084
1704,274059.3873763453
1705,244781.2445217846
1706,326032.5292238142
1707,219314.61927718107
1708,209185.91195256275
1709,247674.54117936478
1710,213910.41974500712
1711,252565.36331047537
1712,257158.44558831246
1713,276459.8539132793
1714,219916.06186705892
1715,207148.11576713983
1716,181056.14066017486
1717,177487.4641738084
1718,150142.25466181262
1719,213231.0563064735
1720,266998.32648837584
