Id,SalePrice
1461,122796.28027770226
1462,191332.62339502864
1463,174172.23212084535
1464,193105.07521999395
1465,197040.54113118432
1466,169811.4230792625
1467,164198.59423083696
1468,150895.21161897073
1469,214218.7790726648
1470,113236.98648129834
1471,191695.39910151146
1472,94647.38242820848
1473,91453.12863833655
1474,158315.34874150576
1475,115509.96177581989
1476,343326.3543806869
1477,262240.2530688582
1478,289065.5039965613
1479,273039.2650612771
1480,452091.3334192112
1481,308879.43194855994
1482,205951.8933544329
1483,176455.42569843982
1484,168816.89906000614
1485,176692.68778541242
1486,198303.5528172186
1487,307563.35927080014
1488,236302.01304536755
1489,211908.55910665647
1490,241586.10892165755
1491,208480.26521215902
1492,113013.72967056441
1493,189948.38572097232
1494,289123.3149054311
1495,286681.09904138
1496,237418.75833441864
1497,174121.1089722818
1498,146394.95518464164
1499,158341.3693082549
1500,156800.84722479945
1501,201423.37393068138
1502,147764.0542787885
1503,313691.9234994635
1504,244578.97191284096
1505,225393.3859842081
1506,196604.902286403
1507,264106.3558811924
1508,194216.60539389309
1509,156426.1255599265
1510,151162.06578086584
1511,143497.50934192096
1512,180035.89681766182
1513,133330.51949614752
1514,142156.6327402444
1515,216604.583902154
1516,156315.65169567475
1517,185063.23593326262
1518,123144.72687955585
1519,230896.1918613884
1520,123671.95280475274
1521,138182.2348929341
1522,187498.79505810654
1523,102843.99269315845
1524,108805.19775157538
1525,114307.93580287055
1526,105668.70248624776
1527,97758.66758749064
1528,133975.80515356862
1529,153022.5180958599
1530,209563.73709809582
1531,144934.1130937779
1532,110240.18647994427
1533,153746.96238360298
1534,114633.26190491777
1535,159446.53611943068
1536,90187.53120839433
1537,47701.19558137562
1538,179057.62117957103
1539,227017.0936032614
1540,130284.53084969206
1541,144105.85262049362
1542,153402.38612796355
1543,206559.12515837373
1544,73978.33336262533
1545,99247.56371831638
1546,133041.8378337077
1547,138732.15565455658
1548,140963.56739882054
1549,129009.11946101359
1550,133074.8792869239
1551,132600.6570295284
1552,149579.32525899517
1553,182845.94229123846
1554,111940.13779165142
1555,183673.6303817808
1556,84595.19554307312
1557,104286.06409087928
1558,93265.20771263714
1559,86564.29418043
1560,137901.88274979172
1561,120999.07016410364
1562,120397.43715996353
1563,118624.26549191645
1564,178256.36887300666
1565,127751.08918641577
1566,268271.2975045532
1567,68225.63909803145
1568,240883.7103099533
1569,110471.79255034006
1570,124480.62186531676
1571,104376.41086256702
1572,142589.81441386358
1573,275795.16541651695
1574,109292.77866920677
1575,269573.8559735641
1576,264866.30416208087
1577,184532.12915470754
1578,136696.3328096352
1579,164791.3401553994
1580,187273.62507773424
1581,155896.5359621609
1582,127719.17906863615
1583,313481.0727244454
1584,231788.4074719362
1585,157734.36969066062
1586,26061.399977811845
1587,67212.10020126193
1588,162952.81716724683
1589,101402.81190676079
1590,130140.79968268238
1591,94827.95563711377
1592,98354.11344646465
1593,117739.73364836548
1594,140667.65482795122
1595,143332.5840589126
1596,243202.02544351947
1597,189306.11812202458
1598,189633.41982542118
1599,200672.24527555285
1600,178202.73761397426
1601,20806.977334934403
1602,124438.5731046925
1603,43456.781796770636
1604,259552.79113473743
1605,251443.7311600519
1606,158753.90435314982
1607,144868.95817796863
1608,205894.98347032303
1609,208849.2372890103
1610,137099.81558998232
1611,143930.87412780372
1612,172405.0470468083
1613,149765.3213248552
1614,130077.64027859655
1615,92541.92311570188
1616,63553.49681952805
1617,64033.17363045784
1618,97314.40241548151
1619,141275.51453808276
1620,162545.15708306036
1621,134766.4132892869
1622,128744.94647607242
1623,257805.47409355373
1624,232735.91054826614
1625,130654.32483181602
1626,177551.05448933807
1627,191040.7019659438
1628,281935.30208868464
1629,160802.21764020214
1630,351227.4472840418
1631,198692.0008459402
1632,240608.85973208188
1633,166326.69842491706
1634,185945.80530344136
1635,169022.81929438573
1636,144331.0080505152
1637,204890.75047736603
1638,202970.91542806313
1639,187071.54091016226
1640,257873.18025634368
1641,184154.07872649527
1642,240894.00914326007
1643,224819.5963679076
1644,230284.11707563046
1645,237192.95224424847
1646,163362.89264398383
1647,160396.93880716572
1648,121605.74021524121
1649,132092.52731626097
1650,105419.89106692199
1651,109055.312409895
1652,98997.5046840785
1653,98094.87800681172
1654,149177.80824067327
1655,135786.3925221112
1656,142165.85823719052
1657,145001.72691784706
1658,147337.2509013262
1659,119023.17951988999
1660,148669.41131017357
1661,400396.916496075
1662,365850.2794199793
1663,352502.1916766816
1664,452667.52333134506
1665,286003.8977541635
1666,329559.64790974674
1667,329233.7508158408
1668,328809.6403836856
1669,277062.80216699105
1670,327605.59031701577
1671,279861.2358488289
1672,398746.92545977305
1673,274105.9957435555
1674,241785.13782301254
1675,208868.26634836535
1676,218344.75713582162
1677,215364.54799716664
1678,443487.0524824222
1679,363492.83230067673
1680,319999.6517881446
1681,251337.85958617704
1682,310909.2945444718
1683,189673.89682102902
1684,169240.11014041048
1685,179423.63361909322
1686,169114.5862097185
1687,162655.09915603965
1688,194925.0631331196
1689,195978.65001025412
1690,195680.20764430298
1691,180719.82986860082
1692,246910.46829741634
1693,169949.4986161855
1694,169898.9258727911
1695,147743.3272278729
1696,276872.9445128703
1697,151514.75117272954
1698,341113.7186738178
1699,313129.0308150435
1700,262237.6233440072
1701,280461.3371892348
1702,257265.51807234925
1703,245638.26927333977
1704,281962.73976320843
1705,238828.58070964378
1706,414628.23381211446
1707,222007.71680435934
1708,203714.05440927134
1709,259103.02643571654
1710,221281.14261604985
1711,249888.94755192718
1712,272558.7981882208
1713,269687.5701443658
1714,231924.9319272847
1715,208751.29769446957
1716,189902.5110372639
1717,164450.99852169666
1718,146586.21986358648
1719,225718.22278009704
1720,245853.20944210154
1721,171524.15743941744
1722,133195.5480785719
1723,150375.84984835365
1724,227932.42085458804
1725,242691.62251112238
1726,183602.04868007067
1727,153796.5199507532
1728,177089.50135910325
1729,155678.1625799035
1730,152558.49107514683
1731,106329.84504359926
1732,121016.44979721692
1733,105848.79947822413
1734,70278.56585121446
1735,126322.41692007473
1736,89273.54752982873
1737,324621.08214161184
1738,245370.5170021396
1739,275512.90542449744
1740,220109.02874561737
1741,195608.94069376646
1742,181829.53865865862
1743,187794.71542729845
1744,312020.91031525703
1745,237534.4607794654
1746,212530.4098593539
1747,241859.13857031427
1748,238416.4539836205
1749,148707.54182491067
1750,144374.09191997058
1751,259414.42966454884
1752,106539.48573631339
1753,155482.4108170499
1754,201088.3537003958
1755,171373.21269082814
1756,127459.35131936322
1757,110089.6798805442
1758,143456.8073469816
1759,163336.332038134
1760,165031.42969514383
1761,161135.9630951808
1762,169411.95719699212
1763,186847.59320846887
1764,104639.43233938632
1765,201243.50262496225
1766,196525.7786803285
1767,235992.37854526832
1768,158552.98324694205
1769,166274.83103714546
1770,160535.94347987766
1771,99326.84025199327
1772,138794.93662430195
1773,114224.21407057275
1774,156880.37202187348
1775,146081.45686504513
1776,133788.33720294118
1777,101435.97472278273
1778,161929.68470135913
1779,120087.59756054927
1780,174713.54172424634
1781,122461.0835591408
1782,60264.028081040946
1783,130091.40636688983
1784,102229.5196376834
1785,117184.05710422911
1786,116883.07013598399
1787,170500.0532845268
1788,37311.66116100177
1789,104074.08297174366
1790,66650.63722903142
1791,202257.24827862682
1792,167514.14775698737
1793,124266.4747855966
1794,188236.23520207417
1795,147242.4329929155
1796,140517.36147136323
1797,137713.41863168927
1798,111997.0888217612
1799,96805.36805990187
1800,114770.81472017884
1801,114243.3014224394
1802,117016.49130433169
1803,169603.76081533532
1804,171165.5744392156
1805,141232.91610347142
1806,130411.01169829548
1807,158761.9682159389
1808,123769.4598566728
1809,142822.5160926081
1810,146302.97555194248
1811,79973.49550421908
1812,111279.38340181811
1813,128391.23430285347
1814,59525.17332582839
1815,38460.83492865099
1816,107388.50428677851
1817,123985.30218504102
1818,171793.78970288462
1819,121807.78802113305
1820,61556.881860587746
1821,89345.66012823314
1822,146609.9641692337
1823,40651.87498100044
1824,125647.66071769444
1825,123925.80864166736
1826,99842.14874581783
1827,84164.1201292231
1828,141002.69442992064
1829,135202.30463456025
1830,152603.0331781857
1831,150858.33440971188
1832,111391.16693216446
1833,149298.67238788796
1834,124932.60615987808
1835,158898.49273298588
1836,136799.3647432446
1837,115420.8756736787
1838,124280.76194401435
1839,73236.12788859347
1840,148635.51627002517
1841,118215.71180096967
1842,57661.35843064741
1843,134107.52235462074
1844,124490.0508347589
1845,117824.6466198765
1846,139504.83546887536
1847,171467.2956194462
1848,15171.584142407868
1849,112865.1489230222
1850,112035.68645903701
1851,159415.20096224546
1852,109918.35638178932
1853,129738.66644945834
1854,182397.28931908892
1855,156970.9324356775
1856,221592.22368917288
1857,173211.69676011906
