Id,SalePrice
1461,125333.82869893732
1462,181076.91937394324
1463,171773.46717389696
1464,187208.81422592606
1465,209443.02039898443
1466,170894.1208768664
1467,178553.46206128248
1468,151998.63994257245
1469,215255.4585139465
1470,110898.06654343987
1471,196713.25114693283
1472,94432.5587609997
1473,93750.21398748737
1474,153958.49823325337
1475,110718.27457946236
1476,348071.2915620124
1477,263932.18902151706
1478,298796.4696559906
1479,288566.2892910463
1480,466660.98793643806
1481,299621.5636968382
1482,209705.21062803757
1483,183548.83980028145
1484,177112.7534305458
1485,179331.2958155244
1486,199331.46505917446
1487,315045.91099132807
1488,236288.2579016427
1489,211963.9003950141
1490,235529.4721488431
1491,208770.90242646053
1492,111126.39318296686
1493,203400.69655445637
1494,297565.417368456
1495,287201.68649391225
1496,239956.4994664113
1497,179474.07284175605
1498,152645.72716415883
1499,163328.08618223225
1500,159545.6295588105
1501,205561.53428194998
1502,152141.92594591528
1503,306499.80849582073
1504,240934.75476797717
1505,222430.28847396537
1506,202453.15265330137
1507,259577.31864374178
1508,206675.9400326619
1509,156964.10144560155
1510,151767.06257892726
1511,147525.7970747666
1512,187443.97149237618
1513,139144.7890244932
1514,152973.10030462593
1515,214362.69908213592
1516,164187.05118277716
1517,183299.12784250523
1518,126699.71887135692
1519,232622.9105632042
1520,130702.66576392809
1521,138645.31308610993
1522,186166.66169140278
1523,105681.9033512245
1524,108650.31997246481
1525,111499.10435568797
1526,108034.38238655892
1527,103578.3524916342
1528,142823.53800336202
1529,150401.79418214224
1530,205972.34958279296
1531,155407.9225741676
1532,116942.24659699015
1533,170746.33177696378
1534,117240.20446793688
1535,161882.17209016206
1536,109271.41499772249
1537,39518.724970483454
1538,184159.70132394764
1539,224670.53802852775
1540,132882.55265135714
1541,132275.96396721085
1542,175182.99791253847
1543,203054.11338815303
1544,91463.6953207939
1545,109138.5559881553
1546,145985.96842069738
1547,157944.67502595205
1548,144924.8280192169
1549,134002.1925883661
1550,139994.8526878697
1551,125108.5431297645
1552,146500.38873765757
1553,177491.77092741965
1554,117398.97770457761
1555,199489.92315421603
1556,89763.27765613771
1557,105163.36357661826
1558,92984.57297374075
1559,100263.35518564237
1560,142248.43283065967
1561,125462.49116013176
1562,125713.99254987924
1563,107717.68843232072
1564,180891.01230681012
1565,131472.2983417972
1566,274418.3900643452
1567,59164.928230008576
1568,254508.61151278438
1569,109575.91644218238
1570,126568.76855294406
1571,99039.66199422651
1572,139814.39455957199
1573,257841.86536323652
1574,105255.50649281312
1575,264769.8911185167
1576,257177.2258886993
1577,187139.5354478811
1578,139566.58648248948
1579,158197.69035367528
1580,191731.23120366246
1581,155766.05549186398
1582,128925.33109529526
1583,305205.1805314601
1584,237661.6496906653
1585,163384.35099154105
1586,28211.194572894834
1587,65834.06173285283
1588,158334.16942881374
1589,98910.31792786438
1590,125130.96942557697
1591,96257.90504967677
1592,104769.28080709605
1593,115511.6741995886
1594,159097.16573302215
1595,134285.88053686684
1596,250932.0064458358
1597,188639.41500014672
1598,193895.90387390647
1599,205740.94718890847
1600,188169.9187717766
1601,26077.603098575957
